0.0,0.0012204789,288.072
1.0,0.0010979293,284.22784
2.0,0.0009897171,279.35095
3.0,0.0008928953,273.7118
4.0,0.00080527685,267.5643
5.0,0.0007252659,261.1365
6.0,0.0006517237,254.6257
7.0,0.0005838586,248.19762
8.0,0.0005211342,241.98811
9.0,0.0004631957,236.10669
10.0,0.0004098078,230.64061
11.0,0.00036077327,225.68094
12.0,0.00031584298,221.3844
13.0,0.00027484313,217.90623
14.0,0.00023765813,215.39023
15.0,0.00020418201,213.98341
16.0,0.00017435824,213.76514
17.0,0.00014826859,214.49854
18.0,0.00012581133,215.88205
19.0,0.00010671672,217.61494
20.0,9.063104e-05,219.3831
21.0,7.7149925e-05,220.91988
22.0,6.581628e-05,222.21532
23.0,5.624421e-05,223.32907
24.0,4.812742e-05,224.32455
25.0,4.1221007e-05,225.26788
26.0,3.5327706e-05,226.22763
27.0,3.0287296e-05,227.27455
28.0,2.5968593e-05,228.48213
29.0,2.226339e-05,229.9271
30.0,1.908167e-05,231.69122
31.0,1.6348024e-05,233.86281
32.0,1.3998767e-05,236.53989
33.0,1.1983486e-05,239.7588
34.0,1.0274006e-05,243.13593
35.0,8.8256065e-06,246.56978
36.0,7.597137e-06,250.02316
37.0,6.5539416e-06,253.45476
38.0,5.666867e-06,256.81885
39.0,4.9114237e-06,260.0654
40.0,4.2670345e-06,263.1403
41.0,3.716409e-06,265.9858
42.0,3.2450114e-06,268.54144
43.0,2.840629e-06,270.74472
44.0,2.492983e-06,272.53256
45.0,2.1934227e-06,273.84317
46.0,1.934575e-06,274.62924
47.0,1.7099795e-06,274.8957
48.0,1.514263e-06,274.66516
49.0,1.3430146e-06,273.96582
50.0,1.1925993e-06,272.83008
51.0,1.060011e-06,271.29376
52.0,9.4275646e-07,269.39508
53.0,8.387573e-07,267.1737
54.0,7.462771e-07,264.66974
55.0,6.638573e-07,261.92316
56.0,5.902698e-07,258.97238
57.0,5.24478e-07,255.85242
58.0,4.6559748e-07,252.59598
59.0,4.1286881e-07,249.23409
60.0,3.6563551e-07,245.79565
61.0,3.2332764e-07,242.30731
62.0,2.8544625e-07,238.7935
63.0,2.515651e-07,235.27643
64.0,2.2129028e-07,231.77597
65.0,1.9426047e-07,228.31004
66.0,1.7016495e-07,224.89445
67.0,1.4872298e-07,221.54312
68.0,1.2968013e-07,218.26826
69.0,1.12804535e-07,215.08052
70.0,9.788453e-08,211.98907
71.0,8.472612e-08,209.00186
72.0,7.315156e-08,206.12573
73.0,6.311962e-08,203.3709
74.0,5.4210588e-08,200.76663
75.0,4.643634e-08,198.31697
76.0,3.9674532e-08,196.02127
77.0,3.3812313e-08,193.87904
78.0,2.8746236e-08,191.88986
79.0,2.4381876e-08,190.05354
80.0,2.063346e-08,188.37001
81.0,1.742367e-08,186.83955
82.0,1.4683067e-08,185.46275
83.0,1.2349591e-08,184.24059
84.0,1.0368166e-08,183.17444
85.0,8.690043e-09,182.26622
86.0,7.2723227e-09,181.51837
87.0,6.077431e-09,180.93393
88.0,5.0725886e-09,180.51663
89.0,4.229323e-09,180.27104
90.0,3.5230097e-09,180.20255
91.0,2.9324643e-09,180.31555
92.0,2.4395965e-09,180.6077
93.0,2.0288853e-09,181.07568
94.0,1.687067e-09,181.71715
95.0,1.4028683e-09,182.53064
96.0,1.1667541e-09,183.51561
97.0,9.706956e-10,184.67227
98.0,8.079538e-10,186.00168
99.0,6.728918e-10,187.5056
100.0,5.608052e-10,189.18669
101.0,4.6776055e-10,191.05551
102.0,3.904413e-10,193.15353
103.0,3.2612235e-10,195.5341
104.0,2.7257127e-10,198.257
105.0,2.2795285e-10,201.39027
106.0,1.9075337e-10,205.0126
107.0,1.5972056e-10,209.2168
108.0,1.3381594e-10,214.11398
109.0,1.1217703e-10,219.83995
110.0,9.408605e-11,226.56328
111.0,7.895681e-11,234.46161
112.0,6.6334604e-11,243.60767
113.0,5.5828127e-11,254.0457
